N,Lmax,seed_qsk,seed_nqs,schmidt_index,exact_lambda,rbm_lambda,hrbm_lambda
24,20,1234,404,1140,5.865546198856947e-12,1.0091612399736235e-11,3.5888056716191507e-12
24,20,1234,404,1141,5.847230600264112e-12,9.845705005109856e-12,3.567361340428409e-12
24,20,1234,404,1142,5.777006434278697e-12,9.825851483869776e-12,3.532579491349796e-12
24,20,1234,404,1143,5.775579653498308e-12,9.775793655234671e-12,3.504461926419324e-12
24,20,1234,404,1144,5.680689867902177e-12,9.63515419879489e-12,3.483175184214836e-12
24,20,1234,404,1145,5.676216601153336e-12,9.625570348021493e-12,3.4641958382737234e-12
24,20,1234,404,1146,5.607715607901169e-12,9.540118905992668e-12,3.4370786947261054e-12
24,20,1234,404,1147,5.592232277203269e-12,9.502501580843527e-12,3.42769907532851e-12
24,20,1234,404,1148,5.550785171087898e-12,9.386809719785725e-12,3.3996988664642206e-12
24,20,1234,404,1149,5.46932117000862e-12,9.359082186208538e-12,3.3835200735885845e-12
24,20,1234,404,1150,5.418874050013389e-12,9.332245707808553e-12,3.350126033495313e-12
24,20,1234,404,1151,5.417775189628177e-12,9.210943611179234e-12,3.3176853769837656e-12
24,20,1234,404,1152,5.387350120629974e-12,9.199478494202227e-12,3.290906511262673e-12
24,20,1234,404,1153,5.3471044976202e-12,9.16631288727099e-12,3.2784900274392596e-12
24,20,1234,404,1154,5.34701400537684e-12,9.149524852178956e-12,3.251927039910402e-12
24,20,1234,404,1155,5.291930543492507e-12,9.053101973914927e-12,3.2334476815368348e-12
24,20,1234,404,1156,5.189666526080187e-12,8.974568251361893e-12,3.2252996463181094e-12
24,20,1234,404,1157,5.177614397122657e-12,8.894767118325335e-12,3.1911838054996827e-12
24,20,1234,404,1158,5.135508176819597e-12,8.869793021626612e-12,3.1547443260762775e-12
24,20,1234,404,1159,5.1125432460931074e-12,8.865612321355444e-12,3.126689088361549e-12
24,20,1234,404,1160,5.10743837014026e-12,8.780228919177031e-12,3.104894973734634e-12
24,20,1234,404,1161,5.062173290952067e-12,8.670441737761439e-12,3.0871322104552552e-12
24,20,1234,404,1162,5.041815697698686e-12,8.633072740245403e-12,3.0660403860294517e-12
24,20,1234,404,1163,5.040959391892648e-12,8.586312089774529e-12,3.0457617638916974e-12
24,20,1234,404,1164,4.980365011492591e-12,8.522649529027397e-12,3.020134149286578e-12
24,20,1234,404,1165,4.97192969219841e-12,8.384063714608638e-12,2.9996123404499087e-12
24,20,1234,404,1166,4.893478794687512e-12,8.375731431579622e-12,2.9598091992293492e-12
24,20,1234,404,1167,4.857984756945641e-12,8.316912851469249e-12,2.9377170794604382e-12
24,20,1234,404,1168,4.8210923923269375e-12,8.261183121188442e-12,2.926298226388763e-12
24,20,1234,404,1169,4.800372902849618e-12,8.220978729092039e-12,2.9206646649500856e-12
24,20,1234,404,1170,4.750717492836043e-12,8.194517131341098e-12,2.9086355216995823e-12
24,20,1234,404,1171,4.743659418752783e-12,8.178953604422443e-12,2.890462896939773e-12
24,20,1234,404,1172,4.708812053801112e-12,8.090812187043637e-12,2.8687882003564192e-12
24,20,1234,404,1173,4.669362735094941e-12,8.06941441145955e-12,2.8465984565436876e-12
24,20,1234,404,1174,4.6024890758963346e-12,7.998447578970342e-12,2.7997317128496866e-12
24,20,1234,404,1175,4.5864342071782405e-12,7.88932869675594e-12,2.794648012940021e-12
24,20,1234,404,1176,4.558109424070224e-12,7.859956922886546e-12,2.7779329802190833e-12
24,20,1234,404,1177,4.508547545665073e-12,7.847589935083031e-12,2.7680326353386176e-12
24,20,1234,404,1178,4.447951091553239e-12,7.807682177650179e-12,2.740809985747435e-12
24,20,1234,404,1179,4.4194423749295335e-12,7.741508926699565e-12,2.727198694913778e-12
24,20,1234,404,1180,4.372396734880056e-12,7.685898812052381e-12,2.6911546512212968e-12
24,20,1234,404,1181,4.370438342205046e-12,7.631166030138905e-12,2.674937172656948e-12
24,20,1234,404,1182,4.3433906299377485e-12,7.56877639811497e-12,2.660033988436418e-12
24,20,1234,404,1183,4.34276387993182e-12,7.5160024641312e-12,2.6329573344654247e-12
24,20,1234,404,1184,4.293213359562132e-12,7.51465925848465e-12,2.618983126128653e-12
24,20,1234,404,1185,4.257445040018822e-12,7.441770094836669e-12,2.6113786261348625e-12
24,20,1234,404,1186,4.1961822657575585e-12,7.39280416260011e-12,2.5783379036043693e-12
24,20,1234,404,1187,4.159525589038659e-12,7.34038727363658e-12,2.5620765710471458e-12
24,20,1234,404,1188,4.141858073783762e-12,7.314738101683301e-12,2.5542097102802945e-12
24,20,1234,404,1189,4.115624929419741e-12,7.28174603808125e-12,2.5350003101924563e-12
24,20,1234,404,1190,4.094617306729982e-12,7.248498348041347e-12,2.521370403059679e-12
24,20,1234,404,1191,4.088839322257548e-12,7.211226859677228e-12,2.5015859651103842e-12
24,20,1234,404,1192,4.020935422059642e-12,7.1797928196082676e-12,2.4902440599625795e-12
24,20,1234,404,1193,3.9877069471644475e-12,7.149130600068146e-12,2.467326752385042e-12
24,20,1234,404,1194,3.984128550219122e-12,7.130933435767243e-12,2.45254012597594e-12
24,20,1234,404,1195,3.959366437341803e-12,7.0456600934196794e-12,2.439941566087055e-12
24,20,1234,404,1196,3.937195401167926e-12,6.986501476333575e-12,2.415854788419207e-12
24,20,1234,404,1197,3.918414745612478e-12,6.9713249857859225e-12,2.386233675550636e-12
24,20,1234,404,1198,3.8959636771033914e-12,6.8725929747824624e-12,2.3780533881557275e-12
24,20,1234,404,1199,3.873454980968747e-12,6.851846034610058e-12,2.3666314884186503e-12
24,20,1234,404,1200,3.8643784842843124e-12,6.818884225022987e-12,2.346264484636504e-12
24,20,1234,404,1201,3.8347911247648056e-12,6.781737779587996e-12,2.324313231517684e-12
24,20,1234,404,1202,3.803438201399131e-12,6.685669929166167e-12,2.3085885744325706e-12
24,20,1234,404,1203,3.773416151975903e-12,6.616818026622689e-12,2.3003810985816233e-12
24,20,1234,404,1204,3.7529494522063384e-12,6.585783951294426e-12,2.2873384340682774e-12
24,20,1234,404,1205,3.730877620750157e-12,6.483745871311672e-12,2.2606288183248548e-12
24,20,1234,404,1206,3.716046631878369e-12,6.434783887501233e-12,2.2433629537545764e-12
24,20,1234,404,1207,3.7159196250360425e-12,6.407982355476717e-12,2.231026951204097e-12
24,20,1234,404,1208,3.6551675879222905e-12,6.35293397103227e-12,2.220355389942727e-12
24,20,1234,404,1209,3.62925188426534e-12,6.335618891422935e-12,2.2039333545303335e-12
24,20,1234,404,1210,3.597695228955093e-12,6.275772590753114e-12,2.1633893039106617e-12
24,20,1234,404,1211,3.5851555050286283e-12,6.270178132537464e-12,2.1467068129074127e-12
24,20,1234,404,1212,3.5846124787578438e-12,6.226862717747834e-12,2.1361948240939896e-12
24,20,1234,404,1213,3.4912926489677142e-12,6.1717101081895516e-12,2.120750130796979e-12
24,20,1234,404,1214,3.4773283176991496e-12,6.151394014321889e-12,2.113670922698975e-12
24,20,1234,404,1215,3.4390552403660966e-12,6.101520911885738e-12,2.0992071038825728e-12
24,20,1234,404,1216,3.4273303164241504e-12,6.089772349188708e-12,2.094464199312509e-12
24,20,1234,404,1217,3.398677529396788e-12,6.0655348662476576e-12,2.0736193379422595e-12
24,20,1234,404,1218,3.3799289045421246e-12,6.006677319517488e-12,2.0682758463611604e-12
24,20,1234,404,1219,3.350405492196484e-12,6.005140154265367e-12,2.059344827262497e-12
24,20,1234,404,1220,3.3123266893381726e-12,5.926651073822927e-12,2.0442904011970053e-12
24,20,1234,404,1221,3.2890498053627297e-12,5.905887583407392e-12,2.030109824346925e-12
24,20,1234,404,1222,3.281777634145701e-12,5.847966053279521e-12,2.0182960583409183e-12
24,20,1234,404,1223,3.2641918987915323e-12,5.779069022789993e-12,1.9970203305537654e-12
24,20,1234,404,1224,3.2430654516845364e-12,5.7468760521517036e-12,1.983171207022123e-12
24,20,1234,404,1225,3.2279442797053746e-12,5.635193744823222e-12,1.974876337827138e-12
24,20,1234,404,1226,3.1987945268696137e-12,5.6266733013412174e-12,1.9655596112893765e-12
24,20,1234,404,1227,3.196258322128272e-12,5.6047614507263955e-12,1.933542884867481e-12
24,20,1234,404,1228,3.182385652884573e-12,5.57306599735944e-12,1.9193978610831944e-12
24,20,1234,404,1229,3.132652536991474e-12,5.557991281497241e-12,1.9160449528311973e-12
24,20,1234,404,1230,3.1255177370608625e-12,5.527036178938793e-12,1.9093304329176195e-12
24,20,1234,404,1231,3.117460210659279e-12,5.496733982113096e-12,1.89439604310907e-12
24,20,1234,404,1232,3.098311016054018e-12,5.490067033733097e-12,1.870144267641479e-12
24,20,1234,404,1233,3.0758436684622702e-12,5.463858044953304e-12,1.860723057085361e-12
24,20,1234,404,1234,3.0628740708153286e-12,5.44330901209187e-12,1.8444939410874175e-12
24,20,1234,404,1235,3.0194695989535806e-12,5.426367821127897e-12,1.8346298738120585e-12
24,20,1234,404,1236,3.0139092817849235e-12,5.326782510282306e-12,1.8267953045832765e-12
24,20,1234,404,1237,3.003482248884406e-12,5.295406763605842e-12,1.819383011831785e-12
24,20,1234,404,1238,2.9751229794171793e-12,5.266795992839701e-12,1.7969547232332844e-12
24,20,1234,404,1239,2.9447221746963803e-12,5.248863281131721e-12,1.7908191843849331e-12
24,20,1234,404,1240,2.9355460436331925e-12,5.219302679184664e-12,1.7832451602016925e-12
24,20,1234,404,1241,2.8864041992457534e-12,5.166026620414524e-12,1.7699113172703938e-12
24,20,1234,404,1242,2.881274572350174e-12,5.15400839840594e-12,1.7494717277835944e-12
24,20,1234,404,1243,2.8667908584740512e-12,5.129099353074964e-12,1.741213703025973e-12
24,20,1234,404,1244,2.8541274107181017e-12,5.103238066987462e-12,1.7258499562084133e-12
24,20,1234,404,1245,2.820887566957411e-12,5.062301554819616e-12,1.7157885005445832e-12
24,20,1234,404,1246,2.797065557275465e-12,5.046841903958156e-12,1.697219535428904e-12
24,20,1234,404,1247,2.7963495504144337e-12,4.983291975071357e-12,1.6781285140799856e-12
24,20,1234,404,1248,2.7725013857944264e-12,4.952581958351984e-12,1.6632515249571234e-12
24,20,1234,404,1249,2.750761367264113e-12,4.930702053396205e-12,1.6519659708912693e-12
24,20,1234,404,1250,2.723332828964698e-12,4.918083500200432e-12,1.6471919961718636e-12
24,20,1234,404,1251,2.719116442458484e-12,4.8715030319486905e-12,1.6418685656729597e-12
24,20,1234,404,1252,2.710413485839869e-12,4.837965956627042e-12,1.634980713342489e-12
24,20,1234,404,1253,2.6785446982553318e-12,4.798588789368744e-12,1.6180673919890933e-12
24,20,1234,404,1254,2.6618867388816423e-12,4.778727803035232e-12,1.603793620450573e-12
24,20,1234,404,1255,2.6547002845097568e-12,4.762015394769782e-12,1.597097196815381e-12
24,20,1234,404,1256,2.6145069350011086e-12,4.726881278128283e-12,1.5940170690482994e-12
24,20,1234,404,1257,2.5962544455663653e-12,4.7066322806374e-12,1.5644070150525502e-12
24,20,1234,404,1258,2.58129218808327e-12,4.6706083227801985e-12,1.5539181598037774e-12
24,20,1234,404,1259,2.5806768814985568e-12,4.62762751493922e-12,1.5444346429025633e-12
24,20,1234,404,1260,2.5637178865419313e-12,4.588738959282037e-12,1.5289517837065112e-12
24,20,1234,404,1261,2.5333299261885855e-12,4.549669724099147e-12,1.5165058181859442e-12
24,20,1234,404,1262,2.5257397843991943e-12,4.5265674685440285e-12,1.5018968223330137e-12
24,20,1234,404,1263,2.5168650121305882e-12,4.4923595009660845e-12,1.4942603783569032e-12
24,20,1234,404,1264,2.4993815980326886e-12,4.474513778278017e-12,1.4839738887427266e-12
24,20,1234,404,1265,2.470936322480277e-12,4.455631572484278e-12,1.4752351287408232e-12
24,20,1234,404,1266,2.467652996160494e-12,4.418844797331133e-12,1.4679313191196249e-12
24,20,1234,404,1267,2.44524332821787e-12,4.341481970349159e-12,1.460646550817663e-12
24,20,1234,404,1268,2.431091614040838e-12,4.3319286302169915e-12,1.4553468313728148e-12
24,20,1234,404,1269,2.417018656730923e-12,4.323796218423249e-12,1.4417032494538896e-12
24,20,1234,404,1270,2.3841991970539827e-12,4.252934255019886e-12,1.4301531755325352e-12
24,20,1234,404,1271,2.3839269694094617e-12,4.2438000680828655e-12,1.421094629013789e-12
24,20,1234,404,1272,2.3718284631502212e-12,4.209664711974096e-12,1.4016086462341243e-12
24,20,1234,404,1273,2.3437681939128e-12,4.163599493960986e-12,1.3960160070627426e-12
24,20,1234,404,1274,2.322671786819912e-12,4.1482364274432206e-12,1.3805495405692994e-12
24,20,1234,404,1275,2.322092569669264e-12,4.142300643097107e-12,1.3637729650827182e-12
24,20,1234,404,1276,2.301483443939763e-12,4.111055319683081e-12,1.3611105432000696e-12
24,20,1234,404,1277,2.2972003399471817e-12,4.095009167225664e-12,1.3549351922604779e-12
24,20,1234,404,1278,2.2844500384800152e-12,4.073015933144864e-12,1.3462360368676142e-12
24,20,1234,404,1279,2.265304357377372e-12,4.05983529218282e-12,1.3349016766300103e-12
24,20,1234,404,1280,2.237910592612578e-12,4.030368645572793e-12,1.3329685488873105e-12
24,20,1234,404,1281,2.2276858768092312e-12,3.9991110587584045e-12,1.3210076201925875e-12
24,20,1234,404,1282,2.215406750604519e-12,3.976725459531059e-12,1.3109940595690422e-12
24,20,1234,404,1283,2.202607812737624e-12,3.940813623495662e-12,1.2916906576191363e-12
24,20,1234,404,1284,2.192460318761836e-12,3.937164686973963e-12,1.2896621712762106e-12
24,20,1234,404,1285,2.1653529848873355e-12,3.8965708569335114e-12,1.2835052933146655e-12
24,20,1234,404,1286,2.1380830414309835e-12,3.886110815983068e-12,1.2716565286497736e-12
24,20,1234,404,1287,2.116920750545031e-12,3.848751538888299e-12,1.2694402996689459e-12
24,20,1234,404,1288,2.109580311272829e-12,3.843438552206453e-12,1.2621602695857199e-12
24,20,1234,404,1289,2.106265164946015e-12,3.7983303734763485e-12,1.2561121787990528e-12
24,20,1234,404,1290,2.0847712971632666e-12,3.768385748220533e-12,1.2516547861822782e-12
24,20,1234,404,1291,2.0795133660467128e-12,3.727720283184998e-12,1.2385982024236472e-12
24,20,1234,404,1292,2.0489457752209554e-12,3.705952695536768e-12,1.2230687718855938e-12
24,20,1234,404,1293,2.0474043621945297e-12,3.663207234164638e-12,1.2191510196374976e-12
24,20,1234,404,1294,2.0409752171589083e-12,3.658277754340368e-12,1.2140140032238632e-12
24,20,1234,404,1295,2.017807517429108e-12,3.649113139852709e-12,1.2054334854355172e-12
24,20,1234,404,1296,2.0109795916086442e-12,3.618568772027999e-12,1.1936989699983703e-12
24,20,1234,404,1297,1.9916418224130965e-12,3.5864129242444573e-12,1.187856983458474e-12
24,20,1234,404,1298,1.9739613399689093e-12,3.5641601568475608e-12,1.1842152818816385e-12
24,20,1234,404,1299,1.957605407539818e-12,3.557335494014975e-12,1.168042469958341e-12
24,20,1234,404,1300,1.9530475527876845e-12,3.556649356983291e-12,1.1638649458812247e-12
24,20,1234,404,1301,1.9384749831919634e-12,3.496586902812221e-12,1.1595189419162905e-12
24,20,1234,404,1302,1.934188033679095e-12,3.4806320267628255e-12,1.1491418000422938e-12
24,20,1234,404,1303,1.9282474294456545e-12,3.469392169179754e-12,1.1422426064937574e-12
24,20,1234,404,1304,1.9130792054607824e-12,3.4538415928970008e-12,1.1333552869344159e-12
24,20,1234,404,1305,1.905270908561045e-12,3.4174759165639704e-12,1.123742232878178e-12
24,20,1234,404,1306,1.895601453764703e-12,3.4077703694404326e-12,1.1207065752468171e-12
24,20,1234,404,1307,1.8954517542455148e-12,3.4017402782939226e-12,1.1134688102841912e-12
24,20,1234,404,1308,1.8648241610463227e-12,3.3338816627952018e-12,1.1085010005703034e-12
24,20,1234,404,1309,1.8519403177439055e-12,3.320523617059559e-12,1.1002738109720309e-12
24,20,1234,404,1310,1.8338502581967993e-12,3.307305702549328e-12,1.0922591048683032e-12
24,20,1234,404,1311,1.827634191510084e-12,3.2952773803682953e-12,1.085256187380325e-12
24,20,1234,404,1312,1.8143648819014846e-12,3.276940196096762e-12,1.0800754587843523e-12
24,20,1234,404,1313,1.8113478899999853e-12,3.2142566437489438e-12,1.0719179647932734e-12
24,20,1234,404,1314,1.789904259484074e-12,3.204608950623156e-12,1.063090622094303e-12
24,20,1234,404,1315,1.7879811965544746e-12,3.1953004572597302e-12,1.0585978684230025e-12
24,20,1234,404,1316,1.7653808296481104e-12,3.185161865427819e-12,1.0482644635690556e-12
24,20,1234,404,1317,1.7574102827014793e-12,3.1777009214184374e-12,1.0426714775765098e-12
24,20,1234,404,1318,1.7293169603207052e-12,3.1394077063581627e-12,1.0383040755237205e-12
24,20,1234,404,1319,1.7244404413244485e-12,3.1262135435714462e-12,1.0242287932095105e-12
24,20,1234,404,1320,1.7125302616589269e-12,3.102328859646344e-12,1.0202476073920568e-12
24,20,1234,404,1321,1.7093240197167333e-12,3.092980324554565e-12,1.0164009500314605e-12
24,20,1234,404,1322,1.6806005320908338e-12,3.0707924189523665e-12,1.0113197633628183e-12
24,20,1234,404,1323,1.6789901162813735e-12,3.050021661876011e-12,1.0091685231694806e-12
24,20,1234,404,1324,1.6636234009082777e-12,3.0116682392371027e-12,1.002485829852466e-12
24,20,1234,404,1325,1.6568959262025504e-12,2.9984459413308767e-12,9.955280945373514e-13
24,20,1234,404,1326,1.6457390500004082e-12,2.9888926972598077e-12,9.814122094151874e-13
24,20,1234,404,1327,1.644067411607112e-12,2.970133042782098e-12,9.790351117746935e-13
24,20,1234,404,1328,1.6114249614231383e-12,2.9645734603921537e-12,9.64151771634444e-13
24,20,1234,404,1329,1.6028248526198212e-12,2.9381789795484684e-12,9.614453005569777e-13
24,20,1234,404,1330,1.6027884019574613e-12,2.928384264017255e-12,9.559052218780968e-13
24,20,1234,404,1331,1.5944311390336968e-12,2.9128757634569688e-12,9.498496215514517e-13
24,20,1234,404,1332,1.5808608394296814e-12,2.9067652125546333e-12,9.443904344321834e-13
24,20,1234,404,1333,1.5537722984956332e-12,2.8874901602048153e-12,9.333712896779535e-13
24,20,1234,404,1334,1.5533855821883706e-12,2.8793961853583477e-12,9.258778320687196e-13
24,20,1234,404,1335,1.5485793117008341e-12,2.8329768596237263e-12,9.171954991114434e-13
24,20,1234,404,1336,1.5411495512514406e-12,2.81256507235719e-12,9.123756439102122e-13
24,20,1234,404,1337,1.5193036687729055e-12,2.800763731421273e-12,9.117484386027924e-13
24,20,1234,404,1338,1.5173758469175597e-12,2.7669282057248104e-12,9.050188144744258e-13
24,20,1234,404,1339,1.513232359254022e-12,2.7538781218103614e-12,8.943625004874779e-13
24,20,1234,404,1340,1.4874371424097816e-12,2.7365485754760235e-12,8.912571148270954e-13
24,20,1234,404,1341,1.4828462068131512e-12,2.707489630129329e-12,8.884617792668279e-13
24,20,1234,404,1342,1.4812428025175723e-12,2.686451469587319e-12,8.810341026587986e-13
24,20,1234,404,1343,1.4717403400252878e-12,2.6812318520379373e-12,8.733960181245973e-13
24,20,1234,404,1344,1.4709639547035155e-12,2.670142248861879e-12,8.633695621427669e-13
24,20,1234,404,1345,1.4651654574448455e-12,2.664105255287053e-12,8.604282659796171e-13
24,20,1234,404,1346,1.4517173363446188e-12,2.6477898674177587e-12,8.545843469914828e-13
24,20,1234,404,1347,1.447282907897596e-12,2.6395077196601568e-12,8.483768353696263e-13
24,20,1234,404,1348,1.4455073717409715e-12,2.6263597899760097e-12,8.414070009447862e-13
24,20,1234,404,1349,1.4231324410389469e-12,2.596043759847497e-12,8.407292942543772e-13
24,20,1234,404,1350,1.4177155845762021e-12,2.585802859816105e-12,8.360905640122132e-13
24,20,1234,404,1351,1.4142331320882265e-12,2.5616051910616027e-12,8.311955782927008e-13
24,20,1234,404,1352,1.3981994725158936e-12,2.5392335123059493e-12,8.22108312269127e-13
24,20,1234,404,1353,1.380876874338128e-12,2.5388546949311003e-12,8.184077365104103e-13
24,20,1234,404,1354,1.376141156922016e-12,2.506327966002545e-12,8.139872728424614e-13
24,20,1234,404,1355,1.3720353354577933e-12,2.501403935037999e-12,8.087344042363941e-13
24,20,1234,404,1356,1.3674995563374452e-12,2.4729658037067192e-12,8.024202000971328e-13
24,20,1234,404,1357,1.3571487511640612e-12,2.4728353717914144e-12,7.964473457418428e-13
24,20,1234,404,1358,1.3491472206361218e-12,2.440966801443874e-12,7.90057747658316e-13
24,20,1234,404,1359,1.3431616701956656e-12,2.4150086107247394e-12,7.891008297482969e-13
24,20,1234,404,1360,1.327373568609666e-12,2.402004559811491e-12,7.801036085486289e-13
24,20,1234,404,1361,1.3167776028619147e-12,2.3929526834457804e-12,7.766354616592001e-13
24,20,1234,404,1362,1.3128538407568486e-12,2.3545881639679173e-12,7.69744411158891e-13
24,20,1234,404,1363,1.2891966576476102e-12,2.3513407286829853e-12,7.687115688668468e-13
24,20,1234,404,1364,1.2869618419403122e-12,2.341687077828077e-12,7.639668655776847e-13
24,20,1234,404,1365,1.2853152244536067e-12,2.326030869972956e-12,7.610081983214081e-13
24,20,1234,404,1366,1.2648974771413411e-12,2.320012025435463e-12,7.515626886854178e-13
24,20,1234,404,1367,1.250604331241724e-12,2.315416558504174e-12,7.46386028133448e-13
24,20,1234,404,1368,1.2434881386457222e-12,2.2978722127259058e-12,7.435448767373889e-13
24,20,1234,404,1369,1.236041679946661e-12,2.2820017679214504e-12,7.3777570959101e-13
24,20,1234,404,1370,1.2331908296800025e-12,2.263224174079013e-12,7.333930652249143e-13
24,20,1234,404,1371,1.226862086289688e-12,2.2433666361262094e-12,7.268801091634785e-13
24,20,1234,404,1372,1.2173049555924505e-12,2.2300076880828804e-12,7.225494177694056e-13
24,20,1234,404,1373,1.2147848679382987e-12,2.221009453624103e-12,7.174114616309924e-13
24,20,1234,404,1374,1.2006270031848237e-12,2.191115469036337e-12,7.134685788215121e-13
24,20,1234,404,1375,1.2004541314798019e-12,2.1852075065197325e-12,7.074871925788588e-13
24,20,1234,404,1376,1.1899950625949222e-12,2.1629706163860375e-12,7.035433696989336e-13
24,20,1234,404,1377,1.1796481405831633e-12,2.1497427665978593e-12,7.004443848278595e-13
24,20,1234,404,1378,1.1748569306809756e-12,2.1453797616214366e-12,6.949326596464723e-13
24,20,1234,404,1379,1.169058087096386e-12,2.1343194956651623e-12,6.882183632312697e-13
24,20,1234,404,1380,1.154896250666393e-12,2.1207195368036072e-12,6.820633063995683e-13
24,20,1234,404,1381,1.1448126090304218e-12,2.1172612274104335e-12,6.802083347214692e-13
24,20,1234,404,1382,1.1378598387144906e-12,2.1123807385275715e-12,6.771731610967788e-13
24,20,1234,404,1383,1.1295446162092308e-12,2.102673624952707e-12,6.70448118061824e-13
24,20,1234,404,1384,1.1238288509757074e-12,2.0911995875238384e-12,6.679953319648788e-13
24,20,1234,404,1385,1.122655177621453e-12,2.0768780114035325e-12,6.630292557166854e-13
24,20,1234,404,1386,1.1163940667323653e-12,2.0729047139962406e-12,6.586539264920649e-13
24,20,1234,404,1387,1.1067099906623022e-12,2.0488065146859512e-12,6.564296948153627e-13
24,20,1234,404,1388,1.1037546330561344e-12,2.043400027456063e-12,6.505894519460553e-13
24,20,1234,404,1389,1.1002277416245818e-12,2.025356241241293e-12,6.452090888892139e-13
24,20,1234,404,1390,1.0905258874647102e-12,2.012611319011534e-12,6.421538847479124e-13
24,20,1234,404,1391,1.0791781535471227e-12,1.993244513472488e-12,6.40454073750627e-13
24,20,1234,404,1392,1.0709937037166802e-12,1.989305399038846e-12,6.333975168197129e-13
24,20,1234,404,1393,1.063120008292661e-12,1.9836357803486385e-12,6.302491376480898e-13
24,20,1234,404,1394,1.0558774474941174e-12,1.9565410512590536e-12,6.265662680360315e-13
24,20,1234,404,1395,1.0541434161586182e-12,1.9557169682006403e-12,6.203512646204738e-13
24,20,1234,404,1396,1.050471616693433e-12,1.9350369847047423e-12,6.16219162278948e-13
24,20,1234,404,1397,1.0482700175814062e-12,1.92602408558958e-12,6.150923612513655e-13
24,20,1234,404,1398,1.0344498491369756e-12,1.9144577610276506e-12,6.10413058899336e-13
24,20,1234,404,1399,1.0306652427075232e-12,1.8942651032267344e-12,6.045574464009351e-13
24,20,1234,404,1400,1.0180928528611648e-12,1.892900034569768e-12,5.998091286409622e-13
24,20,1234,404,1401,1.0115652243070264e-12,1.8864108024107584e-12,5.957680744744848e-13
24,20,1234,404,1402,1.0075356366156875e-12,1.8671345447056924e-12,5.927957194792256e-13
24,20,1234,404,1403,9.961171796282344e-13,1.856808416161501e-12,5.875894571776083e-13
24,20,1234,404,1404,9.934541809831411e-13,1.8403144665558645e-12,5.8685792383689e-13
24,20,1234,404,1405,9.91662287830223e-13,1.8351053683768545e-12,5.8298888774275e-13
24,20,1234,404,1406,9.890988871217869e-13,1.826597258524101e-12,5.819977406351849e-13
24,20,1234,404,1407,9.705773663800292e-13,1.8236681482733148e-12,5.796546738059976e-13
24,20,1234,404,1408,9.695125329683458e-13,1.8172158859623246e-12,5.745887726298283e-13
24,20,1234,404,1409,9.578464466427485e-13,1.7897055300732394e-12,5.708368045467833e-13
24,20,1234,404,1410,9.534414332047728e-13,1.7856851279606596e-12,5.676169332015843e-13
24,20,1234,404,1411,9.501101694431143e-13,1.7688756274907013e-12,5.597900899825064e-13
24,20,1234,404,1412,9.424946945543409e-13,1.746965612265561e-12,5.558898694315644e-13
24,20,1234,404,1413,9.391307683926906e-13,1.7455749277921155e-12,5.519249049898445e-13
24,20,1234,404,1414,9.316528220460207e-13,1.7401566276584084e-12,5.51062318961298e-13
24,20,1234,404,1415,9.300314622495528e-13,1.7319843909487603e-12,5.440932610929403e-13
24,20,1234,404,1416,9.249198239452586e-13,1.724548002347629e-12,5.419796892275987e-13
24,20,1234,404,1417,9.177109566250772e-13,1.7230032461401492e-12,5.373968356601843e-13
24,20,1234,404,1418,9.119300720537171e-13,1.7105676942011777e-12,5.366860171305785e-13
24,20,1234,404,1419,9.005012619493625e-13,1.6784826661020039e-12,5.354476736992908e-13
24,20,1234,404,1420,8.976992113235974e-13,1.6704138891212209e-12,5.273404434367014e-13
24,20,1234,404,1421,8.899635661597568e-13,1.6465236556082183e-12,5.269271180982994e-13
24,20,1234,404,1422,8.884475785828583e-13,1.6431341657293417e-12,5.241131136256402e-13
24,20,1234,404,1423,8.811780852151108e-13,1.6382933420816223e-12,5.205684464278488e-13
24,20,1234,404,1424,8.737513893773941e-13,1.6294009554764707e-12,5.170547601717025e-13
24,20,1234,404,1425,8.707314867990535e-13,1.6270372040310786e-12,5.125068599692029e-13
24,20,1234,404,1426,8.653527399939661e-13,1.6156646834702298e-12,5.084129957728784e-13
24,20,1234,404,1427,8.648921445064181e-13,1.6064816382617816e-12,5.0537683287211e-13
24,20,1234,404,1428,8.573165782279093e-13,1.5924331437925676e-12,5.005418810526915e-13
24,20,1234,404,1429,8.566797890419056e-13,1.5855534277101795e-12,4.993879932410106e-13
24,20,1234,404,1430,8.448872032947223e-13,1.5771404894826235e-12,4.980964757126184e-13
24,20,1234,404,1431,8.393441666120378e-13,1.5760444861087563e-12,4.921062832852295e-13
24,20,1234,404,1432,8.323155340852062e-13,1.5551488347916382e-12,4.889095072731213e-13
24,20,1234,404,1433,8.269836229017757e-13,1.5412917454249244e-12,4.83232844336438e-13
24,20,1234,404,1434,8.154134757411764e-13,1.5252416871915293e-12,4.816287450966874e-13
24,20,1234,404,1435,8.11060376113286e-13,1.5249958485787869e-12,4.796492601802726e-13
24,20,1234,404,1436,8.055721203558158e-13,1.5095273088702885e-12,4.77746402911235e-13
24,20,1234,404,1437,8.018831081358626e-13,1.4941483324485375e-12,4.738753187058399e-13
24,20,1234,404,1438,7.895490590989617e-13,1.4856517871090195e-12,4.714512056727214e-13
24,20,1234,404,1439,7.861471075747672e-13,1.4799044275133553e-12,4.700116185984179e-13
24,20,1234,404,1440,7.788343897050912e-13,1.4780202177472539e-12,4.613772232312057e-13
